er,sx,sy,sz,smin,nd,Pxx,Pyy,Pzz,Nx,Ny,Nz,N_sum
10,1.0,0.5,0.5,0.5,56,3.6140579288575427,2.179670646651556,2.1796706466515556,0.2766972803659832,0.4587849093330754,0.4587849093330755,1.194267099032134
10,1.0,1.0,0.5,0.5,64,3.0547411114757645,3.054741111475764,1.7979990297249842,0.3273599835492749,0.3273599835492749,0.5561738262745095,1.2108937933730592
10,1.0,0.7,0.5,0.5,64,3.3102187856723164,2.553158663755853,1.9629528662969078,0.30209483564298506,0.39167170227052733,0.5094365825943089,1.2032031205078213
10,1.0,0.5,0.5,0.5,64,3.6190480158594545,2.17761063927441,2.17761063927441,0.276315759176939,0.4592189172685181,0.4592189172685181,1.1947535937139753
10,1.0,1.0,0.5,0.5,72,3.057617144327149,3.057617144327149,1.7985681262223236,0.32705206466261405,0.32705206466261405,0.5559978437404981,1.210101973065726
10,1.0,0.7,0.5,0.5,72,3.3140748619297105,2.553184922920426,1.9629102126873634,0.30174333461427083,0.3916676739795892,0.5094476525398118,1.2028586611336718
10,1.0,0.5,0.5,0.5,72,3.6229875595127874,2.1759274526953862,2.1759274526953862,0.2760153005147161,0.45957414561835236,0.45957414561835236,1.195163591751421
10,1.0,1.0,0.5,0.5,80,3.059957936118611,3.05995793611861,1.7990417942464152,0.32680187795929155,0.32680187795929166,0.5558514555904919,1.209455211509075
10,1.0,0.7,0.5,0.5,80,3.317218392644523,2.5531848443391314,1.9628730347681709,0.30145739038990105,0.39166768603424046,0.5094573017648628,1.2025823781890042
10,1.0,0.5,0.5,0.5,80,3.6261841701583104,2.174522335206794,2.1745223352067935,0.2757719831853831,0.45987110999478487,0.459871109994785,1.195514203174953
20,1.0,1.0,0.5,0.5,40,3.7557876258609237,3.7557876258609233,2.032153757529758,0.2662557363772064,0.26625573637720645,0.49208874884328546,1.0246002215976984
20,1.0,0.7,0.5,0.5,40,4.148181814204151,3.049321675130394,2.2507924869127724,0.24106947206986268,0.32794178723608697,0.44428795893646245,1.013299218242412
20,1.0,0.5,0.5,0.5,40,4.659524459103304,2.5505527455605734,2.5505527455605734,0.21461417549730893,0.3920718760827724,0.3920718760827724,0.9987579276628538
20,1.0,1.0,0.5,0.5,48,3.7661182063424423,3.7661182063424423,2.034143109524592,0.2655253885329251,0.2655253885329251,0.4916074957153404,1.0226582727811906
