er,sx,sy,sz,u (sy/sx),v (sz/sx),d,Pxx,Pyy,Pzz,Nx,Ny,Nz,N_sum
15,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,3.308143713436752,2.6388998427614516,2.6388958643776794,0.30228432819840334,0.3789457954393447,0.378946366735781,1.0601764903735291
17.5,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,3.449485289301249,2.729450803217137,2.729458765742295,0.2898983228313946,0.3663740701321029,0.3663730013257933,1.0226453942892908
20,1.0,0.7,0.7,0.7,0.7,0.06999999999999999,3.55817232715487,2.802034381877053,2.8020430708541424,0.28104316150409847,0.35688355805616867,0.35688245138043917,0.9948091709407063
0.5,1.0,0.7,0.5,0.7,0.5,0.05,-0.5682351734532259,-0.6032257588206987,-0.6535567894558093,-1.7598347422298641,-1.657754141592016,-1.5300889167300369,-4.947677800551917
1.25,1.0,0.7,0.5,0.7,0.5,0.05,0.23707204661772133,0.23154260612735145,0.22493398510985443,4.218126996695228,4.318859568549501,4.445748824979092,12.98273539022382
1.5,1.0,0.7,0.5,0.7,0.5,0.05,0.45168711013789903,0.43210419812911616,0.4097218083806666,2.213921933027273,2.3142566175698023,2.440680431320645,6.96885898191772
1.75,1.0,0.7,0.5,0.7,0.5,0.05,0.6477364952920718,0.6083437872082278,0.5650448800658918,1.5438376674284635,1.6438073685097299,1.7697709248925264,4.95741596083072
2,1.0,0.7,0.5,0.7,0.5,0.05,0.8280443806262178,0.7649352046874828,0.6979223299005937,1.2076647380225427,1.3073002704961838,1.4328241942659032,3.9477892027846293
3,1.0,0.7,0.5,0.7,0.5,0.05,1.4288968672615523,1.2525177590226073,1.0840929987496344,0.6998405713608127,0.7983918733258859,0.9224300877815601,2.420662532468259
5,1.0,0.7,0.5,0.7,0.5,0.05,2.263263959596475,1.8553071925591553,1.5126330175811609,0.44183975791241487,0.5389942991708181,0.6610988841160508,1.6419329411992838
8,1.0,0.7,0.5,0.7,0.5,0.05,3.039084521636955,2.352800577519874,1.8330121390955991,0.3290464588531305,0.4250253972030713,0.545550124121598,1.2996219801778
10,1.0,0.7,0.5,0.7,0.5,0.05,3.3890099101204996,2.560428725817748,1.9590679123287593,0.29507142986325585,0.3905595925856599,0.5104468271400006,1.1960778495889164
12.5,1.0,0.7,0.5,0.7,0.5,0.05,3.7194117797962156,2.747870508755963,2.069277674792401,0.26885971739724646,0.3639181674731564,0.48326042086175036,1.1160383057321532
15,1.0,0.7,0.5,0.7,0.5,0.05,3.974155570254591,2.886751729299632,2.1486289191907235,0.25162578120612883,0.34641011551160117,0.465413078576941,1.063448975294671
17.5,1.0,0.7,0.5,0.7,0.5,0.05,4.1763903698832845,2.9935852029905323,2.2089736489202676,0.2394412187163305,0.33404761588246085,0.45269892671141354,1.0261877613102048
20,1.0,0.7,0.5,0.7,0.5,0.05,4.342209013103379,3.0823292341413144,2.2563576508080545,0.2302975275907549,0.3244299761763066,0.4431921506955587,0.9979196544626201
0.5,1.0,0.7,0.3,0.7,0.3,0.03,-0.5527920397054469,-0.5809380655528018,-0.7032636377152097,-1.8089985531138368,-1.7213538917413382,-1.4219418527720826,-4.952294297627258
1.25,1.0,0.7,0.3,0.7,0.3,0.03,0.2397194095361574,0.2348849772654616,0.21955627686456905,4.1715437307931795,4.25740297077332,4.554640907018292,12.983587608584791
1.5,1.0,0.7,0.3,0.7,0.3,0.03,0.46124771439627515,0.44374681458727205,0.3922046639725622,2.1680324233343793,2.2535373035412047,2.549689210401531,6.971258937277115
